"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Publisher","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"Wu J.; Qin L.; Chen N.; Qian C.; Zheng S.","Wu, Jinming (55562276000); Qin, Liuzhen (57435385100); Chen, Ni (55927188700); Qian, Chen (57216507013); Zheng, Siming (55553935700)","55562276000; 57435385100; 55927188700; 57216507013; 55553935700","Investigation on a spring-integrated mechanical power take-off system for wave energy conversion purpose","2022","Energy","245","","123318","","","","38","10.1016/j.energy.2022.123318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123831395&doi=10.1016%2fj.energy.2022.123318&partnerID=40&md5=4f63810fa5ea615c50d4026be7286774","School of Mechanical Engineering, Southeast University, Nanjing, 211189, Jiangsu, China; College of Mechanical & Electrical Engineering, Nanjing University of Aeronautics & Astronautics, Nanjing, 210016, Jiangsu, China; School of Engineering, Computing and Mathematics, University of Plymouth, Drake Circus, Plymouth, PL4 8AA, UK, United Kingdom","Wu J., School of Mechanical Engineering, Southeast University, Nanjing, 211189, Jiangsu, China; Qin L., School of Mechanical Engineering, Southeast University, Nanjing, 211189, Jiangsu, China; Chen N., College of Mechanical & Electrical Engineering, Nanjing University of Aeronautics & Astronautics, Nanjing, 210016, Jiangsu, China; Qian C., School of Mechanical Engineering, Southeast University, Nanjing, 211189, Jiangsu, China; Zheng S., School of Engineering, Computing and Mathematics, University of Plymouth, Drake Circus, Plymouth, PL4 8AA, UK, United Kingdom","J. Wu; School of Mechanical Engineering, Southeast University, Nanjing, 211189, China; email: jinmingwu@seu.edu.cn; N. Chen; College of Mechanical & Electrical Engineering, Nanjing University of Aeronautics & Astronautics, Nanjing, 210016, China; email: ni.chen@nuaa.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85123831395"
"Mauro S.; Brusca S.; Lanzafame R.; Messina M.","Mauro, S. (55485143400); Brusca, S. (6602966194); Lanzafame, R. (7006779411); Messina, M. (26022020000)","55485143400; 6602966194; 7006779411; 26022020000","CFD modeling of a ducted Savonius wind turbine for the evaluation of the blockage effects on rotor performance","2019","Renewable Energy","141","","","28","39","11","38","10.1016/j.renene.2019.03.125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063758282&doi=10.1016%2fj.renene.2019.03.125&partnerID=40&md5=f060525bb9c7f79a5f4e865a3c9d220f","Department of Civil Engineering and Architecture, University of Catania, Viale A. Doria, 6, Catania, 95125, Italy; Department of Engineering, University of Messina, Contrada Di Dio, Messina, 98166, Italy","Mauro S., Department of Civil Engineering and Architecture, University of Catania, Viale A. Doria, 6, Catania, 95125, Italy; Brusca S., Department of Engineering, University of Messina, Contrada Di Dio, Messina, 98166, Italy; Lanzafame R., Department of Civil Engineering and Architecture, University of Catania, Viale A. Doria, 6, Catania, 95125, Italy; Messina M., Department of Civil Engineering and Architecture, University of Catania, Viale A. Doria, 6, Catania, 95125, Italy","S. Mauro; Department of Civil Engineering and Architecture, University of Catania, Catania, Viale A. Doria, 6, 95125, Italy; email: mstefano@diim.unict.it","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85063758282"
"Mutsuda H.; Tanaka Y.; Doi Y.; Moriyama Y.","Mutsuda, Hidemi (6602303493); Tanaka, Yoshikazu (55736273900); Doi, Yasuaki (7401662207); Moriyama, Yasuo (57195928544)","6602303493; 55736273900; 7401662207; 57195928544","Application of a flexible device coating with piezoelectric paint for harvesting wave energy","2019","Ocean Engineering","172","","","170","182","12","37","10.1016/j.oceaneng.2018.11.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057720660&doi=10.1016%2fj.oceaneng.2018.11.014&partnerID=40&md5=a2e1a1e8e8c9a983f54ad36755999c17","Mechanical Engineering/Integrated Engineering Unit, Graduate School of Engineering, Hiroshima University, Japan; SAKAI OVEX Co. Ltd., Japan","Mutsuda H., Mechanical Engineering/Integrated Engineering Unit, Graduate School of Engineering, Hiroshima University, Japan; Tanaka Y., Mechanical Engineering/Integrated Engineering Unit, Graduate School of Engineering, Hiroshima University, Japan; Doi Y., Mechanical Engineering/Integrated Engineering Unit, Graduate School of Engineering, Hiroshima University, Japan; Moriyama Y., SAKAI OVEX Co. Ltd., Japan","H. Mutsuda; Mechanical Engineering/Integrated Engineering Unit, Graduate School of Engineering, Hiroshima University, Japan; email: mutsuda@hiroshima-u.ac.jp","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85057720660"
"Li X.; Liang C.; Chen C.-A.; Xiong Q.; Parker R.G.; Zuo L.","Li, Xiaofan (57192706744); Liang, Changwei (56200246500); Chen, Chien-An (57204724703); Xiong, Qiuchi (57203658194); Parker, Robert G. (35262773300); Zuo, Lei (7102124829)","57192706744; 56200246500; 57204724703; 57203658194; 35262773300; 7102124829","Optimum power analysis of a self-reactive wave energy point absorber with mechanically-driven power take-offs","2020","Energy","195","","116927","","","","49","10.1016/j.energy.2020.116927","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078682578&doi=10.1016%2fj.energy.2020.116927&partnerID=40&md5=e3511f7be4af5fae1688fa08f59fa5f7","Department of Mechanical Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Department of Mechanical Engineering, Stony Brook University, Stony Brook, 11794, NY, United States; Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Department of Mechanical Engineering, University of Utah, Salt Lake City, 84112, UT, United States","Li X., Department of Mechanical Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Liang C., Department of Mechanical Engineering, Stony Brook University, Stony Brook, 11794, NY, United States; Chen C.-A., Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Xiong Q., Department of Mechanical Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Parker R.G., Department of Mechanical Engineering, University of Utah, Salt Lake City, 84112, UT, United States; Zuo L., Department of Mechanical Engineering, Virginia Tech, Blacksburg, 24061, VA, United States","L. Zuo; Department of Mechanical Engineering, Virginia Tech, Blacksburg, 24061, United States; email: leizuo@vt.edu","Elsevier Ltd","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85078682578"
"Lin Y.; Dong S.","Lin, Yifan (57190017620); Dong, Sheng (7402016848)","57190017620; 7402016848","Wave energy assessment based on trivariate distribution of significant wave height, mean period and direction","2019","Applied Ocean Research","87","","","47","63","16","35","10.1016/j.apor.2019.03.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063227170&doi=10.1016%2fj.apor.2019.03.017&partnerID=40&md5=4e9a9ae431abb4650849c474b3df539d","College of Engineering, Ocean University of China, Qingdao, 266100, China","Lin Y., College of Engineering, Ocean University of China, Qingdao, 266100, China; Dong S., College of Engineering, Ocean University of China, Qingdao, 266100, China","S. Dong; College of Engineering, Ocean University of China, Qingdao, 266100, China; email: dongsh@ouc.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85063227170"
"Allahdadi M.N.; Gunawan B.; Lai J.; He R.; Neary V.S.","Allahdadi, M. Nabi (55334939600); Gunawan, Budi (35775077000); Lai, Jonathan (57205512506); He, Ruoying (7202418289); Neary, Vincent S. (6701367686)","55334939600; 35775077000; 57205512506; 7202418289; 6701367686","Development and validation of a regional-scale high-resolution unstructured model for wave energy resource characterization along the US East Coast","2019","Renewable Energy","136","","","500","511","11","49","10.1016/j.renene.2019.01.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060349310&doi=10.1016%2fj.renene.2019.01.020&partnerID=40&md5=4a53e61183cbc9a911bd3ac53bf8a07d","North Carolina State University, United States; Sandia National Laboratories, United States","Allahdadi M.N., North Carolina State University, United States; Gunawan B., Sandia National Laboratories, United States; Lai J., Sandia National Laboratories, United States; He R., North Carolina State University, United States; Neary V.S., Sandia National Laboratories, United States","V.S. Neary; Sandia National Laboratories, United States; email: vsneary@sandia.gov","Elsevier Ltd","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85060349310"
"Martin D.; Li X.; Chen C.-A.; Thiagarajan K.; Ngo K.; Parker R.; Zuo L.","Martin, Dillon (57193901722); Li, Xiaofan (57192706744); Chen, Chien-An (57204724703); Thiagarajan, Krish (7004888457); Ngo, Khai (7005435635); Parker, Robert (35262773300); Zuo, Lei (7102124829)","57193901722; 57192706744; 57204724703; 7004888457; 7005435635; 35262773300; 7102124829","Numerical analysis and wave tank validation on the optimal design of a two-body wave energy converter","2020","Renewable Energy","145","","","632","641","9","52","10.1016/j.renene.2019.05.109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067573453&doi=10.1016%2fj.renene.2019.05.109&partnerID=40&md5=941e5b505a7f220b538ce3dbf7b42a84","Department of Mechanical Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Department of Mechanical and Industrial Engineering, University of Massachusetts, Amherst, 01003, MA, United States","Martin D., Department of Mechanical Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Li X., Department of Mechanical Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Chen C.-A., Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Thiagarajan K., Department of Mechanical and Industrial Engineering, University of Massachusetts, Amherst, 01003, MA, United States; Ngo K., Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Parker R., Department of Mechanical Engineering, Virginia Tech, Blacksburg, 24061, VA, United States; Zuo L., Department of Mechanical Engineering, Virginia Tech, Blacksburg, 24061, VA, United States","L. Zuo; Department of Mechanical Engineering, Virginia Tech, Blacksburg, 24061, United States; email: leizuo@vt.edu","Elsevier Ltd","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85067573453"
"Lavidas G.","Lavidas, George (56422497400)","56422497400","Selection index for Wave Energy Deployments (SIWED): A near-deterministic index for wave energy converters","2020","Energy","196","","117131","","","","39","10.1016/j.energy.2020.117131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079886475&doi=10.1016%2fj.energy.2020.117131&partnerID=40&md5=401fd83445a5ff9684a2e23f3b5b80b9","Faculty of Maritime, Mechanical & Materials Engineering, Delft University of Technology, Mekelweg 2, Delft, 2628 CD, Netherlands","Lavidas G., Faculty of Maritime, Mechanical & Materials Engineering, Delft University of Technology, Mekelweg 2, Delft, 2628 CD, Netherlands","","Elsevier Ltd","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85079886475"
"Rusu L.; Rusu E.","Rusu, Liliana (24067330300); Rusu, Eugen (24450974700)","24067330300; 24450974700","Evaluation of the worldwide wave energy distribution based on ERA5 data and altimeter measurements","2021","Energies","14","2","394","","","","36","10.3390/en14020394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104251617&doi=10.3390%2fen14020394&partnerID=40&md5=e79d63dd7789aeeba2bd21d4848018ef","Department of Mechanical Engineering, Faculty of Engineering, 'Dunarea de Jos' University of Galati, 47 Domneasca St., Galati, 800 008, Romania","Rusu L., Department of Mechanical Engineering, Faculty of Engineering, 'Dunarea de Jos' University of Galati, 47 Domneasca St., Galati, 800 008, Romania; Rusu E., Department of Mechanical Engineering, Faculty of Engineering, 'Dunarea de Jos' University of Galati, 47 Domneasca St., Galati, 800 008, Romania","E. Rusu; Department of Mechanical Engineering, Faculty of Engineering, 'Dunarea de Jos' University of Galati, Galati, 47 Domneasca St., 800 008, Romania; email: eugen.rusu@ugal.ro","MDPI AG","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85104251617"
"Giorgi G.; Gomes R.P.F.; Henriques J.C.C.; Gato L.M.C.; Bracco G.; Mattiazzo G.","Giorgi, Giuseppe (57194196298); Gomes, Rui P.F. (26030969000); Henriques, João C.C. (36173947400); Gato, Luís M.C. (7004360885); Bracco, Giovanni (57194222652); Mattiazzo, Giuliana (6602883396)","57194196298; 26030969000; 36173947400; 7004360885; 57194222652; 6602883396","Detecting parametric resonance in a floating oscillating water column device for wave energy conversion: Numerical simulations and validation with physical model tests","2020","Applied Energy","276","","115421","","","","41","10.1016/j.apenergy.2020.115421","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087715378&doi=10.1016%2fj.apenergy.2020.115421&partnerID=40&md5=a4d9c373c941797723c687d9791f3a92","Department of Mechanical and Aerospace Engineering, Polytechnic University of Turin, Torino, 10129, Italy; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal","Giorgi G., Department of Mechanical and Aerospace Engineering, Polytechnic University of Turin, Torino, 10129, Italy; Gomes R.P.F., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Henriques J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Gato L.M.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Bracco G., Department of Mechanical and Aerospace Engineering, Polytechnic University of Turin, Torino, 10129, Italy; Mattiazzo G., Department of Mechanical and Aerospace Engineering, Polytechnic University of Turin, Torino, 10129, Italy","G. Giorgi; Department of Mechanical and Aerospace Engineering, Polytechnic University of Turin, Torino, 10129, Italy; email: giuseppe.giorgi@polito.it","Elsevier Ltd","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85087715378"
"Chandrasekaran S.; Sricharan V.V.S.","Chandrasekaran, Srinivasan (7102443413); Sricharan, V.V.S. (57219006526)","7102443413; 57219006526","Numerical analysis of a new multi-body floating wave energy converter with a linear power take-off system","2020","Renewable Energy","159","","","250","271","21","37","10.1016/j.renene.2020.06.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088022860&doi=10.1016%2fj.renene.2020.06.007&partnerID=40&md5=19ad85d0cba368722e944e73280d8698","Dept. of Ocean Engineering, Indian Institute of Technology Madras, 600 036, India","Chandrasekaran S., Dept. of Ocean Engineering, Indian Institute of Technology Madras, 600 036, India; Sricharan V.V.S., Dept. of Ocean Engineering, Indian Institute of Technology Madras, 600 036, India","S. Chandrasekaran; Dept. of Ocean Engineering, Indian Institute of Technology Madras, 600 036, India; email: drsekaran@iitm.ac.in","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85088022860"
"Amarouche K.; Akpınar A.; Bachari N.E.I.; Houma F.","Amarouche, Khalid (57205453111); Akpınar, Adem (58356740800); Bachari, Nour El Islam (8605069000); Houma, Fouzia (8293028100)","57205453111; 58356740800; 8605069000; 8293028100","Wave energy resource assessment along the Algerian coast based on 39-year wave hindcast","2020","Renewable Energy","153","","","840","860","20","44","10.1016/j.renene.2020.02.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079588735&doi=10.1016%2fj.renene.2020.02.040&partnerID=40&md5=e578afaf854353ed3b5966883ab87ff0","Ecole Nationale Supérieure des Sciences de la Mer et de l'Aménagement du Littoral (ENSSMAL), Departement d'environnement et d'aménagement du littoral, Algiers, Algeria; Bursa Uludağ University, Department of Civil Engineering, Gorukle Campus, Bursa, Turkey; Université des Sciences et Technologie Houari Boumedien (USTHB), Laboratoire d'Océanographie Biologique et Environnement Marin, Algiers, Algeria","Amarouche K., Ecole Nationale Supérieure des Sciences de la Mer et de l'Aménagement du Littoral (ENSSMAL), Departement d'environnement et d'aménagement du littoral, Algiers, Algeria; Akpınar A., Bursa Uludağ University, Department of Civil Engineering, Gorukle Campus, Bursa, Turkey; Bachari N.E.I., Université des Sciences et Technologie Houari Boumedien (USTHB), Laboratoire d'Océanographie Biologique et Environnement Marin, Algiers, Algeria; Houma F., Ecole Nationale Supérieure des Sciences de la Mer et de l'Aménagement du Littoral (ENSSMAL), Departement d'environnement et d'aménagement du littoral, Algiers, Algeria","K. Amarouche; Ecole Nationale Supérieure des Sciences de la Mer et de l'Aménagement du Littoral (ENSSMAL), Departement d'environnement et d'aménagement du littoral, Algiers, Algeria; email: KH.amarouche@enssmal.dz","Elsevier Ltd","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85079588735"
"Garcia-Teruel A.; DuPont B.; Forehand D.I.M.","Garcia-Teruel, Anna (57209286273); DuPont, Bryony (56572181400); Forehand, David I.M. (36936698000)","57209286273; 56572181400; 36936698000","Hull geometry optimisation of wave energy converters: On the choice of the optimisation algorithm and the geometry definition","2020","Applied Energy","280","","115952","","","","35","10.1016/j.apenergy.2020.115952","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094111742&doi=10.1016%2fj.apenergy.2020.115952&partnerID=40&md5=b47f0e140f7ee097be41e52564403342","Institute for Energy Systems, School of Engineering, The University of Edinburgh, Edinburgh, EH9 3BF, United Kingdom; School of Mechanical, Industrial, and Manufacturing Engineering, Oregon State University, Corvallis, 97331, OR, United States","Garcia-Teruel A., Institute for Energy Systems, School of Engineering, The University of Edinburgh, Edinburgh, EH9 3BF, United Kingdom; DuPont B., School of Mechanical, Industrial, and Manufacturing Engineering, Oregon State University, Corvallis, 97331, OR, United States; Forehand D.I.M., Institute for Energy Systems, School of Engineering, The University of Edinburgh, Edinburgh, EH9 3BF, United Kingdom","A. Garcia-Teruel; Institute for Energy Systems, School of Engineering, The University of Edinburgh, Edinburgh, EH9 3BF, United Kingdom; email: a.garcia-teruel@ed.ac.uk","Elsevier Ltd","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85094111742"
"Bento P.M.R.; Pombo J.A.N.; Mendes R.P.G.; Calado M.R.A.; Mariano S.J.P.S.","Bento, P.M.R. (57213474410); Pombo, J.A.N. (34977533800); Mendes, R.P.G. (55204595800); Calado, M.R.A. (57211283718); Mariano, S.J.P.S. (35612517200)","57213474410; 34977533800; 55204595800; 57211283718; 35612517200","Ocean wave energy forecasting using optimised deep learning neural networks","2021","Ocean Engineering","219","","108372","","","","63","10.1016/j.oceaneng.2020.108372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097669675&doi=10.1016%2fj.oceaneng.2020.108372&partnerID=40&md5=983ac8b48cd6a1ea33d6ae7ef493daa6","University of Beira Interior and Instituto de Telecomunicações, Covilhã, Portugal","Bento P.M.R., University of Beira Interior and Instituto de Telecomunicações, Covilhã, Portugal; Pombo J.A.N., University of Beira Interior and Instituto de Telecomunicações, Covilhã, Portugal; Mendes R.P.G., University of Beira Interior and Instituto de Telecomunicações, Covilhã, Portugal; Calado M.R.A., University of Beira Interior and Instituto de Telecomunicações, Covilhã, Portugal; Mariano S.J.P.S., University of Beira Interior and Instituto de Telecomunicações, Covilhã, Portugal","S.J.P.S. Mariano; University of Beira Interior and Instituto de Telecomunicações, Covilhã, Portugal; email: sm@ubi.pt","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85097669675"
"Cuttler M.V.W.; Hansen J.E.; Lowe R.J.","Cuttler, Michael V.W. (57192692677); Hansen, Jeff E. (36150021500); Lowe, Ryan J. (9844801400)","57192692677; 36150021500; 9844801400","Seasonal and interannual variability of the wave climate at a wave energy hotspot off the southwestern coast of Australia","2020","Renewable Energy","146","","","2337","2350","13","40","10.1016/j.renene.2019.08.058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070893593&doi=10.1016%2fj.renene.2019.08.058&partnerID=40&md5=57ea82ab63fe2769da82a5e23778d300","Oceans Graduate School and UWA Oceans Institute, The University of Western Australia, M470, 35 Stirling Highway, Crawley, 6009, WA, Australia; ARC Centre of Excellence for Coral Reef Studies, The University of Western Australia, M004, 35 Stirling Highway, Crawley, 6009, WA, Australia; School of Earth Sciences, The University of Western Australia, M004, 35 Stirling Highway, Crawley, 6009, WA, Australia; Wave Energy Research Centre, The University of Western Australia – Albany Centre, 35 Stirling Terrace, Albany, 6330, WA, Australia","Cuttler M.V.W., Oceans Graduate School and UWA Oceans Institute, The University of Western Australia, M470, 35 Stirling Highway, Crawley, 6009, WA, Australia, ARC Centre of Excellence for Coral Reef Studies, The University of Western Australia, M004, 35 Stirling Highway, Crawley, 6009, WA, Australia, Wave Energy Research Centre, The University of Western Australia – Albany Centre, 35 Stirling Terrace, Albany, 6330, WA, Australia; Hansen J.E., School of Earth Sciences, The University of Western Australia, M004, 35 Stirling Highway, Crawley, 6009, WA, Australia, Wave Energy Research Centre, The University of Western Australia – Albany Centre, 35 Stirling Terrace, Albany, 6330, WA, Australia; Lowe R.J., Oceans Graduate School and UWA Oceans Institute, The University of Western Australia, M470, 35 Stirling Highway, Crawley, 6009, WA, Australia, ARC Centre of Excellence for Coral Reef Studies, The University of Western Australia, M004, 35 Stirling Highway, Crawley, 6009, WA, Australia, School of Earth Sciences, The University of Western Australia, M004, 35 Stirling Highway, Crawley, 6009, WA, Australia, Wave Energy Research Centre, The University of Western Australia – Albany Centre, 35 Stirling Terrace, Albany, 6330, WA, Australia","M.V.W. Cuttler; Oceans Graduate School and UWA Oceans Institute (M470), The University of Western Australia, Crawley, 35 Stirling Highway, 6009, Australia; email: michael.cuttler@uwa.edu.au","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85070893593"
"Kamarlouei M.; Gaspar J.F.; Calvario M.; Hallak T.S.; Mendes M.J.G.C.; Thiebaut F.; Guedes Soares C.","Kamarlouei, M. (56486068700); Gaspar, J.F. (56844877700); Calvario, M. (56901429300); Hallak, T.S. (57204389851); Mendes, M.J.G.C. (24340460600); Thiebaut, F. (56018180400); Guedes Soares, C. (56978160800)","56486068700; 56844877700; 56901429300; 57204389851; 24340460600; 56018180400; 56978160800","Experimental study of wave energy converter arrays adapted to a semi-submersible wind platform","2022","Renewable Energy","188","","","145","163","18","36","10.1016/j.renene.2022.02.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125845831&doi=10.1016%2fj.renene.2022.02.014&partnerID=40&md5=945cbe20751c2aca0e8fcd5488251e56","Centre for Marine Technology and Ocean Engineering (CENTEC), Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal; Instituto Superior de Engenharia de Lisboa (ISEL), Instituto Politécnico de Lisboa, Lisboa, Portugal; LiR – National Ocean Test Facility, MaREI Center, University College Cork, Cork, Ireland","Kamarlouei M., Centre for Marine Technology and Ocean Engineering (CENTEC), Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal; Gaspar J.F., Centre for Marine Technology and Ocean Engineering (CENTEC), Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal; Calvario M., Centre for Marine Technology and Ocean Engineering (CENTEC), Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal; Hallak T.S., Centre for Marine Technology and Ocean Engineering (CENTEC), Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal; Mendes M.J.G.C., Centre for Marine Technology and Ocean Engineering (CENTEC), Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal, Instituto Superior de Engenharia de Lisboa (ISEL), Instituto Politécnico de Lisboa, Lisboa, Portugal; Thiebaut F., LiR – National Ocean Test Facility, MaREI Center, University College Cork, Cork, Ireland; Guedes Soares C., Centre for Marine Technology and Ocean Engineering (CENTEC), Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal","C. Guedes Soares; Centre for Marine Technology and Ocean Engineering (CENTEC), Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal; email: c.guedes.soares@centec.tecnico.ulisboa.pt","Elsevier Ltd","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85125845831"
"Guo B.; Ringwood J.V.","Guo, Bingyong (57192257520); Ringwood, John V. (6603725188)","57192257520; 6603725188","Geometric optimisation of wave energy conversion devices: A survey","2021","Applied Energy","297","","117100","","","","89","10.1016/j.apenergy.2021.117100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106970694&doi=10.1016%2fj.apenergy.2021.117100&partnerID=40&md5=c3b2b9c6ef4979b5f62791408efde85a","School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, Shaanxi 710072, China; Centre for Ocean Energy Research, Maynooth University, Maynooth, Co. Kildare, Ireland","Guo B., School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, Shaanxi 710072, China, Centre for Ocean Energy Research, Maynooth University, Maynooth, Co. Kildare, Ireland; Ringwood J.V., Centre for Ocean Energy Research, Maynooth University, Maynooth, Co. Kildare, Ireland","J.V. Ringwood; Centre for Ocean Energy Research, Maynooth University, Maynooth, Co. Kildare, Ireland; email: John.Ringwood@mu.ie","Elsevier Ltd","","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85106970694"
"Michele S.; Renzi E.; Perez-Collazo C.; Greaves D.; Iglesias G.","Michele, S. (55915337700); Renzi, E. (23493635500); Perez-Collazo, C. (56401146800); Greaves, D. (7102627638); Iglesias, G. (56261589800)","55915337700; 23493635500; 56401146800; 7102627638; 56261589800","Power extraction in regular and random waves from an OWC in hybrid wind-wave energy systems","2019","Ocean Engineering","191","","106519","","","","55","10.1016/j.oceaneng.2019.106519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072764897&doi=10.1016%2fj.oceaneng.2019.106519&partnerID=40&md5=4780ed3681b6df0fc24ff4beeada0606","Department of Mathematical Sciences, Loughborough University, Leics, LE11 3TU, United Kingdom; School of Mines and Energy Engineering, University of Vigo, Pontevedra, Vigo, Spain; School of Engineering, Computing and Mathematics, University of Plymouth, Drake Circus, Plymouth, PL4 8AA, United Kingdom; Environmental Research Institute & School of Engineering, University College Cork, Western Rd., Cork, Ireland","Michele S., Department of Mathematical Sciences, Loughborough University, Leics, LE11 3TU, United Kingdom; Renzi E., Department of Mathematical Sciences, Loughborough University, Leics, LE11 3TU, United Kingdom; Perez-Collazo C., School of Mines and Energy Engineering, University of Vigo, Pontevedra, Vigo, Spain, School of Engineering, Computing and Mathematics, University of Plymouth, Drake Circus, Plymouth, PL4 8AA, United Kingdom; Greaves D., School of Engineering, Computing and Mathematics, University of Plymouth, Drake Circus, Plymouth, PL4 8AA, United Kingdom; Iglesias G., School of Engineering, Computing and Mathematics, University of Plymouth, Drake Circus, Plymouth, PL4 8AA, United Kingdom, Environmental Research Institute & School of Engineering, University College Cork, Western Rd., Cork, Ireland","S. Michele; Department of Mathematical Sciences, Loughborough University, Leics, LE11 3TU, United Kingdom; email: s.michele@lboro.ac.uk","Elsevier Ltd","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85072764897"
